a,b,c
6332537,1946910,1
6332537,1689736,1
6332537,2461260,1
6332537,2718435,1
6332537,2975610,1
6332537,3232785,1
6584950,2200910,1
6584950,1686560,1
6584950,1943735,1
6584950,3229610,1
6584950,2715260,1
6584950,2972435,1
6584950,2458085,1
334963,875841,25
399752,5675848,17
1171278,5675848,17
1942802,5675848,17
2714327,5675848,17
3485853,5675848,17
4257378,5675848,17
5028903,5675848,17
5800428,5675848,17
6571953,5675848,17
7343478,5675848,17
8115003,5675848,17
4632764,974725,1
174945,974725,1
4632764,974725,17
174945,974725,17
5526473,402339,17
174945,237215,1
174945,6465889,1
174943,27536,1
6632575,2236788,1
8502650,5208587,1
4719637,2130425,1
4719637,5102225,1
4719637,3616325,1
8369300,3722687,1
6775450,3722687,1
8369300,2236788,1
6196012,5208587,1
7305675,6142037,17
7961351,1801813,9
7768791,2530475,17
4728054,1385887,17
7407747,3284537,9
7215188,4013201,17
7686960,4767262,9
7494400,5495926,17
598487,1922463,9
987425,1847850,9
711200,5640387,9
987425,5640387,9
885825,5345112,9
987425,5345112,9
1158875,5621337,1
1276350,1725613,1
239713,5518150,1
1125537,6053137,1
1893888,6053137,1
2576513,1677988,1
1924050,1677988,1
1811338,1433512,1
1163637,1433512,1
239714,1800225,1
239713,4927600,1
239713,3021013,1
239713,4632325,1
239713,2211388,1
239713,5222875,1
239713,3897312,1
3838575,6053137,1
3763962,1433512,1
3876675,1677988,1
3190875,6053137,1
3116263,1433512,1
2463800,1433512,1
2538413,6053137,1
3228975,1677988,1
8710727,240787,13
5526473,402339,17
174945,237215,1
174945,6235255,17
174945,6600642,1
174943,27536,1
3119438,701675,1
3175000,976312,17
3119438,3468687,1
6073775,3468687,1
6073775,701675,1
165100,3468687,1
165100,701675,1
3119438,701675,17
3119438,3468687,17
165100,701675,17
6073775,701675,17
165100,3468687,17
6073775,3468687,17
6129337,976312,17
6129337,3746500,17
222250,976312,17
222250,3746500,17
3175000,3746500,17
249238,4572000,17
249238,5041900,17
6108700,4051301,24-52
6619875,4000500,9
8255000,5775325,1
6473825,5775325,1
7150100,4227512,1
7364413,5775325,1
1470025,3117850,1
339725,3117850,1
2641600,3117850,1
517525,2176463,1
2441575,5718175,1
1206500,5718175,1
1438275,1041400,9
2320925,1041400,9
2641600,985837,1
1758950,985837,1
6181725,1652588,9
6108700,1612900,24-52
6619875,1357312,9
8255000,3108325,1
7150100,1622425,1
7364413,3108325,1
6473825,3108325,1
8350250,1479550,1
7459663,1917700,1
6569075,2203450,1
3219450,1652588,9
3175000,1384300,24-52
3657600,1300162,9
4187825,1289050,1
5251450,3108325,1
4360862,3108325,1
3511550,3108325,1
1762125,4529137,17
1762125,5078412,17
2411413,4529137,17
2411413,5078412,17
1112837,4529137,17
1112837,5078412,17
4127500,3746500,24-59
5683250,5386387,1
4776787,4724400,1
3173413,5310187,1
4843462,5386387,1
5683250,4724400,1
5683250,4062412,1
3173413,4648200,1
3173413,4062412,1
4745037,4062412,1
3194050,5883275,1
3419475,5881687,1
5313362,3916362,9
5102225,4332287,17
5186362,4600575,9
4991100,5008562,17
5435600,5230812,9
5240337,5688012,17
5111750,5895975,17
8710727,240787,13
0,0,1
2640011,5199062,17
2640011,4931231,17
2654300,3578225,1
0,2240279,1
0,1905,1
5659437,3701274,13
553245,2452030,1
119062,230188,1
592285,1650004,1
592285,1385702,1
2366741,1650004,1
2366741,1385702,1
2366741,1927790,17
726696,1927790,17
726696,4780522,17
2366741,4780522,17
592287,2444282,9
592287,4510251,9
592287,3477266,9
2366741,2714552,17
2366741,3747537,17
726696,2714552,17
726696,3747537,17
174945,6580754,1
174945,886532,17
174943,27536,1
7170500,320677,1
7170500,320677,1
7170500,533042,1
453103,1405077,1
1769766,2331067,9
1769766,3977823,9
1769766,4832403,9
1769766,1779509,9
4753300,1516907,17
1769766,1516907,17
534262,1864673,1
534262,4934977,1
534262,4062538,1
534262,2415782,1
4753300,1846815,25
1769766,1846815,25
4753300,4917120,25
1769766,4917120,25
4753300,4062538,25
1769766,4062538,25
1769766,2415782,25
4753300,2415782,25
800109,5481134,17
8710727,240787,13
3754437,1635125,1
119062,230188,1
1751013,573087,5
3749675,885825,9
5556250,1181100,9
1843086,569912,1
2470150,1362075,17
3921125,1431925,17
5826125,1362075,17
200025,4899025,17
200025,2446338,17
200025,4872037,9
1919286,2446338,17
3841750,2446338,17
5724525,2446338,17
1919286,4899025,25
3841750,4899025,25
5724525,4899025,25
200025,2867025,9
200025,2900363,17
1919286,2900363,25
3841750,2900363,25
5724525,2900363,25
7732713,725487,1
7732713,725487,1
7978775,744537,17
200738,778545,5
241937,933237,17
200738,1517650,5
264239,1672340,17
900031,1390602,1
919081,1409652,1
7608888,1149350,1
119062,5836077,17
8453436,6391275,17
7562850,2281609,25
176212,6431017,17
174945,237215,1
174945,6594733,1
174943,27536,1
121750,1001712,1
121750,1001712,1
3100174,1001712,1
3100173,1001712,1
6078599,1001712,1
6078599,1001712,1
173582,2066094,1
173582,1470025,1
2419518,5440614,1
660400,2108200,24-57
920750,4821237,1
1158875,4316412,1
1301750,3816350,1
1501775,3316287,1
2006600,2811463,1
2406650,2306638,1
218125,2219325,13
218125,2732088,13
218125,3244850,13
218125,3757612,13
218125,4271962,13
218125,4784725,13
6184900,2527300,24-51
7829550,4794250,5
7019925,4794250,5
7886700,4794250,5
7829550,4794250,5
7077075,4794250,5
7019925,4794250,5
8110538,5006975,1
7294563,5006975,1
6484937,5006975,1
6134051,2067018,1
6134051,1663700,1
6744888,2316163,1
7177360,2387600,1
4518547,2066857,1
4518547,1671638,1
3963177,2678113,9
3963177,3189288,9
3963177,3702050,9
3963177,4213225,9
3963177,4724400,9
3629419,1884363,5
3665727,2363795,17
3533802,2684833,5
3630321,2847407,17
3435929,3191224,5
3534704,3357948,17
3340763,3703147,5
3439085,3843585,17
3245145,4217839,5
3343469,4354126,17
3149529,4726997,5
3278792,4866051,17
4508500,2108199,24-57
4721225,4368800,1
4664075,4883150,1
4854575,3854450,1
4987925,3340100,1
5368925,2825750,1
5426075,2311400,1
2015887,5680075,25
8710727,240787,13
325438,850900,1
1023937,830262,5
1026319,1661318,5
1025525,1244600,5
1025525,2071688,5
1024732,2483643,5
1026319,2896393,5
1024730,3729832,5
1025525,3313112,5
1024732,4140994,5
1025525,4554537,5
1024730,4964907,5
673100,1487487,1
673100,2371725,1
673100,1947863,1
673100,2697163,1
673100,3078163,1
673100,3536950,1
673100,4441825,1
673100,4016375,1
673100,4781550,1
673100,5141912,1
673100,5651500,1
2136775,1344612,13
2420938,1587500,13
2703513,1830388,13
3095625,2076450,13
3379787,2317750,13
3662362,2563813,13
3944937,2805113,13
4192587,3030538,13
4476750,3275012,13
4760912,3517900,13
5043487,3759200,13
5326062,4002087,13
406400,1430337,1
406400,1879600,1
406400,2290763,1
406400,2701925,1
406400,3114675,1
406400,3525837,1
406400,3940175,1
406400,4352925,1
406400,4767262,1
406400,5180012,1
406400,5592762,1
119062,6080125,17
119062,6435725,1
7407275,598487,1
7407275,598487,1
7407275,808037,1
119062,230188,17
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3651250,1
2819400,3679825,1
2819400,3962400,9
2819400,4019550,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
1117600,3651250,1
1117600,3962400,9
1117600,4019550,1
2514600,3771900,1
2514600,3771900,5
174625,3962400,9
174625,4019550,1
174625,3678078,1
812800,3771900,1
812800,3771900,5
8261350,163512,13
4022725,585787,1
4127500,585787,5
8388350,585787,1
8388350,585787,5
4022725,3400425,1
4022725,3400425,5
8388350,3400425,1
8388350,3400425,1
119062,6450012,1
3368169,4406996,1
5958206,1191386,1
250672,1191388,1
3579691,4537766,25
1837226,1306198,13
174945,237215,1
6573963,1362595,1
396451,1422612,1
6573963,1655653,25
396451,1655653,25
174945,6439506,1
7855895,1271241,13
2687124,2806525,9
4725822,2740804,9
5248054,2806612,9
2903340,1579940,1
3003080,3003089,1
3946988,1783301,1
3613980,3696289,1
4987523,2455566,1
3646375,2557610,1
3646375,3004660,1
5071750,2552749,1
3588063,2505778,9
4681392,2557609,9
5045833,2557609,9
3688488,3076467,1
5141400,2871840,1
4129058,2557610,1
4611742,2557610,1
3704502,2663432,1
4085230,2758570,1
3147885,2016311,1
3368169,2030889,1
3147885,1750672,1
3368171,1765250,1
174943,27536,1
8612413,159496,13
174945,1065078,1
290489,1367925,1
4545129,1152481,1
2222500,1917700,24-58
282575,5459412,1
282575,4887912,1
282575,4316412,1
282575,3744912,1
282575,3173413,1
282575,2601913,1
282575,2136775,1
6337300,1917700,24-58
4535487,2722563,1
4535487,2141538,1
4535487,4349750,1
4535487,3768725,1
4535487,3298825,1
266717,6072242,17
174943,27536,1
8612413,159496,13
174945,237215,1
7980967,622825,1
7980967,622825,1
7980967,835192,1
290489,1836913,9
4545129,1836913,9
4120308,1360125,17
1159320,3199812,17
4120308,3199812,17
174945,237215,1
125401,5882547,17
4048221,2799276,1
174945,981973,17
174945,1170588,17
174945,1153319,1
174945,5417468,17
174945,5637469,17
174945,5595196,1
515399,4013748,17
1966899,5417468,17
4853485,5417468,17
507345,2184911,17
174945,1347690,1
7242720,214578,1
7878873,294426,17
7878873,733027,17
6829841,733027,17
5963537,3965154,17
7242720,424211,1
7207208,2024354,25
125401,6624566,1
5963537,4215436,17
1519153,1856162,17
1204285,1853656,13
4522458,1856162,17
4190324,1853656,13
3496348,4976921,1
3496348,2914818,1
4522458,2084197,17
4190324,2079186,13
1519153,2312799,17
1204285,2307788,13
2946685,1896988,17
2622209,1884458,13
4522458,2768306,17
4190324,2755775,13
1519153,2540835,17
1204285,2533318,13
4522458,2312234,17
4190324,2304715,13
1519153,2768872,17
1204285,2758848,13
4522458,2540269,17
4190324,2530245,13
1519153,3796041,17
1204285,3781006,13
5963537,3721877,17
5644924,3706843,13
4522458,3773211,17
4190324,3758176,13
1519153,4987857,17
1204285,4972822,13
4522458,4850881,17
4190324,4835847,13
1519153,4749493,17
1204285,4734457,13
4522458,4635348,17
4190324,4620312,13
6472792,4983791,1
5644924,3950118,13
1519153,4034404,17
1204285,4019369,13
5963537,4458973,17
5644924,4443938,13
4522458,3988746,17
4190324,3973710,13
1519153,4272767,17
1204285,4257731,13
4522458,4204279,17
4190324,4189245,13
5963537,4706208,17
5644924,4691172,13
1519153,4511130,17
1204285,4496094,13
4522458,4419813,17
4190324,4404778,13
1519153,1628126,17
1204285,1628126,13
4522458,1628126,17
4190324,1628126,13
2946685,2129981,17
2622209,2129981,13
2946685,2399239,17
2622209,2384205,13
5963537,1983988,17
5644924,1968954,13
1519153,3557678,17
1204285,3542643,13
4522456,3481478,17
4190324,3466443,13
2946685,3557678,17
2622209,3542605,13
2805735,4976921,1
5809060,4983791,1
2805735,2914818,1
4886642,1379693,1
1871128,1379693,1
5787288,2914818,1
6451022,2914818,1
4886642,3229649,1
1871128,3229649,1
2127185,1415600,17
5167708,1415600,17
2127185,3265556,17
5167708,3265556,17
1508166,2092890,17
1204285,2073044,13
4500557,3007393,17
4190324,2987548,13
2919694,3803546,17
2622209,3783700,13
4503806,5078341,17
4190324,5058495,13
5963537,3472798,17
5644924,3457726,13
5644924,4228136,13
5963537,2207830,17
5644924,2207830,13
2946685,1646796,17
2622209,1631762,13
1507179,3020125,17
1204285,2990056,13
5963535,1636422,17
5644924,1649856,13
730549,1101933,1
2346356,4669604,9
2346356,5388245,9
2346356,2132021,9
2346356,3950963,9
814041,1172535,17
2346356,1172535,25
814041,2171253,17
2346356,2171253,25
814041,3990195,17
2346356,3990195,25
814041,4708836,17
2346356,4708836,25
814041,5427474,17
2346356,5427474,25
2793521,2897982,1
384960,2897982,1
2793521,4746625,1
384960,4741862,1
2793521,1049337,1
384960,1049337,1
2793521,2897982,1
2858310,2947193,1
384961,2897982,5
443659,2947193,1
443659,3227388,1
2793521,4745037,1
2858310,4792662,1
384961,4745037,5
443659,4792662,1
2793521,1044575,1
2858311,1093787,1
384961,1044575,5
443659,1093787,1
443659,1355725,1
174945,237215,1
2946400,1384300,24-52
4516437,2416175,1
3806825,2416175,1
2986088,2416175,1
2946400,3213100,24-52
4516437,4264025,1
3806825,4264025,1
2986088,4264025,1
2946400,5080001,24-52
4516437,6102350,1
3806825,6102350,1
2986088,6102350,1
776287,1868488,9
1206500,1751013,1
1897063,2435225,1
1249362,2435225,1
601662,2435225,1
776287,3697287,9
1206500,3579812,1
1897063,4264025,1
1249362,4264025,1
601662,4264025,1
776287,5386387,9
1893888,6111875,1
1141412,5334000,1
1774825,5578475,1
1246187,6111875,1
1169987,5673725,1
598487,6111875,1
522287,5711825,1
174945,6591199,1
174943,27536,1
5179452,1368425,25
5179452,3227388,25
5179452,5078412,25
8710727,240787,13
269,1,1
2032000,2265363,25
2032000,2681288,25
2032000,3346450,25
2032000,3760787,25
2032000,4176712,25
381000,571782,1
1541552,1202149,1
1541550,1412020,9
1541552,2269083,9
1541552,3700557,9
1541552,4793476,9
238418,1499486,1
238418,4916742,1
4329898,1202149,1
1541550,1499486,25
4205501,1499486,25
1541550,4916742,25
4205501,4916742,25
4329898,1412020,9
5542360,1412020,9
5542360,1202149,1
7247079,1357337,17
7332009,1449434,25
6314926,1412020,9
6314926,1032872,1
5677122,1782112,17
5677122,4916742,17
6314926,1518626,1
238418,2392351,1
1541550,2392351,25
4205502,2392351,25
5677122,2392351,17
5677122,3354480,17
6446709,2392349,1
6446709,3315672,1
238418,3823823,1
1541550,3823823,25
4205501,3823823,25
5677122,3823823,17
6446709,3823823,1
6446709,4025115,1
6446709,5085684,1
6446709,5286978,1
6446709,5510557,1
6446709,5744195,1
6446709,6052884,1
7424153,995166,1
7424153,1183008,1
7655111,1013106,1
7655111,1181755,1
174945,237215,1
174943,27536,1
856158,1756623,17
856158,1926500,9
856158,2487042,1
856158,3458967,1
856158,3944930,1
856158,2730024,1
856158,3215987,1
856158,2244061,1
856158,1998933,1
856158,2973004,1
856158,3701948,1
856158,5424470,1
856158,4212095,1
856158,4455076,1
856157,4710758,1
856158,5194894,1
7401472,926943,1
7593055,922652,17
7401472,1143914,1
7593055,1139625,17
3354266,1653137,17
3354272,1911913,9
3354272,1986918,1
3407521,2264338,1
3407521,2750267,1
3407521,3173228,1
3407521,3594765,1
3407521,4420565,1
3407521,5263634,1
3407521,4842099,1
3407521,4016299,1
3407521,2011510,1
4532964,1983933,1
4555216,2026216,1
5734189,1983933,1
5787438,2116259,1
4570855,2456277,1
4570855,2942206,1
4570855,3365167,1
5787438,2407287,1
5787438,2893216,1
5787438,3316177,1
520700,1511300,1
7292906,2352499,17
119062,6360533,17
174943,27536,1
174945,6442593,1
150033,3478498,1
1185051,3909352,17
4081153,3909352,17
7027470,3909352,17
227781,3561096,17
1223925,3742518,1
1175332,3463921,1
1337305,3504415,1
4107071,3742518,1
4058477,3463921,1
4220450,3504415,1
7058245,3742518,1
7009652,3463921,1
7171625,3504415,1
8681229,3595122,1
8243898,3595122,1
4544400,3595122,1
3381423,3595122,1
4887786,1050360,5
150033,1050360,5
150033,3684125,5
4058477,3684125,5
4887788,1107993,25
122497,4199285,25
174945,1107993,25
4040659,4199285,25
0,1905,1
2640013,1708297,1
2640013,3867150,1
2640013,5199062,17
2640013,4931231,17
2640011,5894228,1
0,0,1
119062,230188,1
272054,1910402,9
272054,2537793,9
272054,3165185,9
272054,3792575,9
272054,4419967,9
263262,5047357,9
4140312,1361023,25
263262,1361023,17
122476,1479828,1
4140312,1988415,25
263262,1988415,17
122476,2107220,1
263262,2615806,17
4140312,2615806,25
122476,2734610,1
263262,3243197,17
4140312,3243197,25
122476,3362002,1
263262,3870588,17
122476,3989392,1
4140312,3870588,25
263262,4497978,17
122476,4616784,1
4140312,4497978,25
263262,5125370,17
122476,5244174,1
4140312,5125370,25
263262,5752758,17
122476,5871564,1
2670336,1466905,17
2670336,2094296,17
2670336,2721686,17
2670336,3349078,17
2670336,3976468,17
2670336,4603860,17
2670336,5231250,17
2670336,5858640,17
4140312,5752758,25
272054,5674748,9
119062,6435725,1
263262,1320547,1
263262,993522,1
80963,844549,1
1928206,1320549,1
1928206,993522,1
4138448,1320547,1
4138448,1147509,1
7780338,1320541,1
7780338,993519,1
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3651250,25
2819400,3650476,1
2819400,3962400,9
2819400,4019550,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
1117600,3651250,1
1117600,3962400,9
1117600,4019550,1
2514600,3771900,1
2514600,3771900,1
174625,3962400,9
174625,4019550,1
174625,3647301,1
812800,3771900,1
812800,3771900,1
8261350,163512,13
119062,6450012,1
4022725,585787,1
4022725,585787,5
8388350,585787,1
8388350,585787,1
4022725,3400425,1
4022725,3400425,1
8388350,3400425,1
8388350,3400425,1
119062,230188,1
7710492,285750,1
7710492,285750,1
7710492,498116,1
119062,1220787,1
1665288,1177925,9
1665288,989012,1
4565650,836612,1
1363662,1265237,5
5756275,989012,1
1665288,1609725,1
4618037,1609725,1
5816600,1609725,1
1665288,2016125,1
4618037,2016125,1
5816600,2016125,1
1665288,1220787,1
4618037,1220787,1
5816600,1220787,1
1665288,2574925,1
4618037,2574925,1
5816600,2574925,1
2714625,1403350,1
2714625,1809750,1
2714625,2368550,1
4618037,2927350,1
1665288,2927350,1
5816600,2927350,1
1627186,3868737,1
1665288,4286250,1
4618037,4286250,1
4618037,4711700,1
1665288,4711700,1
5816600,3900487,1
1665288,3900487,1
4618037,3900487,1
5816600,4286250,1
5816600,4711700,1
5816600,5137150,1
1665288,5137150,1
4618037,5137150,1
1627186,5118100,1
1627186,5643562,1
5816600,5675312,1
4557712,5675312,1
1665288,5675312,1
1627186,5643562,9
5816600,3475037,1
1665288,3475037,1
4618037,3475037,1
1627186,3433762,1
2714625,4486275,1
2714625,4911725,1
244475,898525,1
244475,898525,17
341313,1358900,17
341313,5603875,1
6781800,1433512,1
6781800,1716588,9
6781800,1731963,1
6781800,2005670,9
7823200,1731963,1
7823200,2005670,9
6096000,5060950,5
6153150,5060950,5
6096000,5060950,5
5738812,2092325,9
1714500,2797175,9
5559425,2289175,1
3144838,2884488,1
6245225,5321300,1
6264275,2701925,1
5619750,5321300,1
5459412,3406775,1
4814887,5321300,1
4654550,3511550,1
4010025,5321300,1
3849687,3378200,1
3205163,5321300,1
3044825,3463925,1
2408238,5321300,1
2239963,3606800,1
1482725,5321300,1
1435100,3892550,1
5670550,1397000,1
5670550,1668463,1
5937250,1666875,1
5937250,1395412,1
6943725,3073400,1
6943725,4076700,1
7985125,3073400,1
7985125,4076700,1
5526473,402339,17
174945,237215,1
174943,27536,1
1408955,5608637,1
2376834,5608637,1
3344714,5608637,1
5280471,5608637,1
6248350,5608637,1
4312592,5608637,1
8710727,240787,13
223838,230189,1
117476,6435725,1
7552287,330202,1
7552287,330202,1
7552287,542006,1
647667,1082643,13
1624012,1687515,25
254002,1047750,1
2311400,1079502,17
2306638,1293812,9
352425,1079502,17
352427,1295400,9
223838,230189,1
119062,6435725,1
336550,2446338,9
336550,3398837,9
336550,4325937,9
336550,5227637,9
2311401,1398590,25
2311401,2557465,25
2311401,3435351,25
2311401,4400551,25
2311401,5376862,25
352427,1368425,1
352427,2520950,1
352427,3473450,1
352427,4400550,1
352427,5302250,1
1487487,2932113,1
1487487,3255962,1
1511300,3059113,1
1495425,3036890,1
1495425,3233740,1
1873251,3059113,1
1857375,3036890,1
1857375,3233740,1
1692275,3059113,1
1676400,3036890,1
1676400,3233740,1
1487487,3767137,1
1487487,4090989,1
1511300,3892550,1
1495425,3870325,1
1495425,4067175,1
1873251,3892550,1
1857375,3870325,1
1857375,4067175,1
1692275,3892550,1
1676400,3870325,1
1676400,4067175,1
1487487,4678364,1
1487487,5001569,1
1510829,4804228,1
1495269,4782472,1
1495269,4978260,1
1873403,4804228,1
1857842,4782472,1
1857842,4978260,1
1692893,4804228,1
1677333,4782472,1
